verse_id,text,chapter,ppl_gpt,z_gpt,ppl_dicta,z_dicta,CFI,shared_seam,cfi_percentile
Isa.12.5,זמרו יהוה כי גאות עשה מידעת מודעת זאת בכל הארץ,12,227.1868182575,1.0239269938,29983.6456283235,0.3223107909,1.3462377847,False,78.39
Isa.12.6,צהלי ורני יושבת ציון כי גדול בקרבך קדוש ישראל,12,252.9625039399,0.9364480517,1995.4900197139,-0.3956672073,0.5407808444,False,66.46
Isa.13.1,משא בבל אשר חזה ישעיהו בן אמוץ,13,109.9892058857,-1.9033426377,25.5401077155,-0.589535208,-2.4928778457,False,0.31
Isa.13.2,על הר נשפה שאו נס הרימו קול להם הניפו יד ויבאו פתחי נדיבים,13,243.2036955265,0.3896362498,622.6343688098,-0.5010036175,-0.1113673677,False,56.78
Isa.13.3,אני צויתי למקדשי גם קראתי גבורי לאפי עליזי גאותי,13,283.2833570962,0.8171134867,223046.9098344255,1.9999613214,2.8170748081,False,91.32
Isa.13.4,קול המון בהרים דמות עם רב קול שאון ממלכות גוים נאספים יהוה צבאות מפקד צבא מלחמה,13,210.2515663015,-0.5932333068,209.2551361569,-0.5766351357,-1.1698684424999999,False,31.68
Isa.13.5,באים מארץ מרחק מקצה השמים יהוה וכלי זעמו לחבל כל הארץ,13,296.9564205296,1.2664900916,1624.3892453234,-0.5588954117,0.7075946798999999,False,68.4
Isa.13.6,הילילו כי קרוב יום יהוה כשד משדי יבוא,13,162.7447647437,-0.7090857936,26136.0860232117,-0.163629025,-0.8727148186,False,42.45
Isa.13.7,על כן כל ידים תרפינה וכל לבב אנוש ימס,13,151.019697952,-0.8914250239,142.8891378205,-0.7069122247,-1.5983372486,False,14.1
Isa.13.8,ונבהלו צירים וחבלים יאחזון כיולדה יחילון איש אל רעהו יתמהו פני להבים פניהם,13,178.6615068476,0.5945639444,150073.5159173828,1.9722007946,2.566764739,False,90.16
Isa.13.9,הנה יום יהוה בא אכזרי ועברה וחרון אף לשום הארץ לשמה וחטאיה ישמיד ממנה,13,198.3033210317,0.6771874107,20992.8747745725,-0.5887342772,0.08845313349999995,False,59.8
Isa.13.10,כי כוכבי השמים וכסיליהם לא יהלו אורם חשך השמש בצאתו וירח לא יגיה אורו,13,55.8346507106,-1.0715591694,8243.7320511407,-1.1491892048,-2.2207483742000003,False,1.39
Isa.13.11,ופקדתי על תבל רעה ועל רשעים עונם והשבתי גאון זדים וגאות עריצים אשפיל,13,216.5162321053,-0.0703362789,98623.3204549116,0.3421246913,0.2717884124,False,62.82
Isa.13.12,אוקיר אנוש מפז ואדם מכתם אופיר,13,585.4212182104,1.9221647506,220188.5573771489,1.8161687022,3.7383334528,False,96.9
Isa.13.13,על כן שמים ארגיז ותרעש הארץ ממקומה בעברת יהוה צבאות וביום חרון אפו,13,92.6212573904,-1.0423656639,4161.9453891992,-0.784531757,-1.8268974209,False,8.06
Isa.13.14,והיה כצבי מדח וכצאן ואין מקבץ איש אל עמו יפנו ואיש אל ארצו ינוסו,13,124.1564250624,-0.8248234138,15522.8661362059,-0.6012769381,-1.4261003519000002,False,19.91
Isa.13.15,כל הנמצא ידקר וכל הנספה יפול בחרב,13,429.0680225459,1.9429825568,8156.6735698374,-0.4973801629,1.4456023939000002,False,80.48
Isa.13.16,ועלליהם ירטשו לעיניהם ישסו בתיהם ונשיהם תשגלנה תשכבנה,13,181.7684304352,-0.0216649533,1089977.787330832,1.9996206172,1.9779556639,False,85.82
Isa.13.17,הנני מעיר עליהם את מדי אשר כסף לא יחשבו וזהב לא יחפצו בו,13,115.9878773018,-0.5673200908,304.0650710922,-0.5280410951,-1.0953611858999999,False,34.47
Isa.13.18,וקשתות נערים תרטשנה ופרי בטן לא ירחמו על בנים לא תחוס עינם,13,71.63983457,-1.6331375016,25757.9898438989,-0.4646243345,-2.0977618361,False,2.71
Isa.13.19,והיתה בבל צבי ממלכות תפארת גאון כשדים כמהפכת אלהים את סדם ואת עמרה,13,138.7183371859,0.8855285321,15515.0689081724,0.1373435497,1.0228720818,False,73.2
Isa.13.20,לא תשב לנצח ולא תשכן עד דור ודור ולא יהל שם ערבי ורעים לא ירבצו שם,13,150.0075941851,-0.1810327352,555.4381565991,-0.8899189651,-1.0709517003,False,35.17
Isa.13.21,ורבצו שם ציים ומלאו בתיהם אחים ושכנו שם בנות יענה ושעירים ירקדו שם,13,70.2467581738,-0.6803203817,27387.0905534099,-0.1145457392,-0.7948661209,False,44.85
Isa.13.22,וענה איים באלמנותיו ותנים בהיכלי ענג וקרוב לבוא עתה וימיה לא ימשכו,13,445.2670868692,1.9332860905,118325.0243142469,1.948480338,3.8817664284999998,True,98.37
Isa.14.1,כי ירחם יהוה את יעקב ובחר עוד בישראל והניחם על אדמתם ונלוה הגר עליהם ונספחו על ב,14,38.4886153207,-0.6875830249,418.2079808212,-0.7248978534,-1.4124808783,False,20.22
Isa.14.2,ולקחום עמים והביאום אל מקומם והתנחלום בית ישראל על אדמת יהוה לעבדים ולשפחות והיו,14,49.5086564226,-0.8662142175,13955.4691844967,-0.3073519578,-1.1735661753,False,31.29
Isa.14.3,והיה ביום הניח יהוה לך מעצבך ומרגזך ומן העבדה הקשה אשר עבד בך,14,115.0565005632,-0.5692125693,1740.2900427156,-0.9021257902,-1.4713383595,False,18.67
Isa.14.4,ונשאת המשל הזה על מלך בבל ואמרת איך שבת נגש שבתה מדהבה,14,618.0600829203,1.3633256868,5178.8452997256,-0.3109639476,1.0523617392000002,False,73.43
Isa.14.5,שבר יהוה מטה רשעים שבט משלים,14,407.1819664788,0.2080010065,11182.6794408963,1.8026461317,2.0106471382,False,85.9
Isa.14.6,מכה עמים בעברה מכת בלתי סרה רדה באף גוים מרדף בלי חשך,14,446.7536790144,-0.3111503645,1623.7881295441,-1.2572282367,-1.5683786012,False,14.64
Isa.14.7,נחה שקטה כל הארץ פצחו רנה,14,272.8388897494,-1.3548065915,4896.3850584267,-0.7026822401,-2.0574888316,False,3.25
Isa.14.8,גם ברושים שמחו לך ארזי לבנון מאז שכבת לא יעלה הכרת עלינו,14,747.715110796,1.2565324558,14361.81817285,1.7508069462,3.007339402,False,92.02
Isa.14.9,שאול מתחת רגזה לך לקראת בואך עורר לך רפאים כל עתודי ארץ הקים מכסאותם כל מלכי גוי,14,647.1345332737,0.3970071182,8201.5954665798,-0.4933541492,-0.09634703099999997,False,57.09
Isa.14.10,כלם יענו ויאמרו אליך גם אתה חלית כמונו אלינו נמשלת,14,59.8445081836,-1.2070584741,3201.3239545635,-0.5368542098,-1.7439126838999999,False,9.99
Isa.14.11,הורד שאול גאונך המית נבליך תחתיך יצע רמה ומכסיך תולעה,14,893.1133434352,1.5371941326,224935.7740699144,1.9990504786,3.5362446112,False,95.2
Isa.14.12,איך נפלת משמים הילל בן שחר נגדעת לארץ חולש על גוים,14,69.0885320809,-0.4828895031,204.4106151649,-0.5109987629,-0.993888266,False,38.03
Isa.14.13,ואתה אמרת בלבבך השמים אעלה ממעל לכוכבי אל ארים כסאי ואשב בהר מועד בירכתי צפון,14,33.4240650713,-0.5786431681,1362.0925523622,-0.5291645072,-1.1078076753000001,False,33.85
Isa.14.14,אעלה על במתי עב אדמה לעליון,14,92.3249418644,0.4784504633,2.002841491,-0.8880693737,-0.40961891040000004,False,52.9
Isa.14.15,אך אל שאול תורד אל ירכתי בור,14,45.1162390143,-0.582495247,14543.539510181,-0.2690122953,-0.8515075423,False,42.99
Isa.14.16,ראיך אליך ישגיחו אליך יתבוננו הזה האיש מרגיז הארץ מרעיש ממלכות,14,135.0232527536,-0.5035025689,11486.1783059723,-0.3515580139,-0.8550605828,False,42.84
Isa.14.17,שם תבל כמדבר ועריו הרס אסיריו לא פתח ביתה,14,995.4913049984,1.8051104923,91480.1273776116,1.6573962456,3.4625067379,False,94.81
Isa.14.18,כל מלכי גוים כלם שכבו בכבוד איש בביתו,14,292.4850022836,-0.3567709869,450.5461561762,-1.2935945687,-1.6503655555999999,False,12.39
Isa.14.19,ואתה השלכת מקברך כנצר נתעב לבוש הרגים מטעני חרב יורדי אל אבני בור כפגר מובס,14,471.0006823995,0.2091273902,56634.9541790354,0.1186186666,0.3277460568,False,63.44
Isa.14.20,לא תחד אתם בקבורה כי ארצך שחת עמך הרגת לא יקרא לעולם זרע מרעים,14,138.0503541255,-0.5228967604,57872.5485147837,0.8135132571,0.2906164967,False,63.05
Isa.14.21,הכינו לבניו מטבח בעון אבותם בל יקמו וירשו ארץ ומלאו פני תבל ערים,14,121.6687798038,-0.39546922,59305.7605056844,-0.0810841805,-0.4765534005,False,52.21
Isa.14.22,וקמתי עליהם נאם יהוה צבאות והכרתי לבבל שם ושאר ונין ונכד נאם יהוה,14,56.8881551902,-0.8620405622,2590.4643060182,-0.9809094075,-1.8429499697,False,7.51
Isa.14.23,ושמתיה למורש קפד ואגמי מים וטאטאתיה במטאטא השמד נאם יהוה צבאות,14,113.2900002221,-0.2277537667,137605.8115932843,1.7778276417,1.550073875,False,82.26
Isa.14.24,נשבע יהוה צבאות לאמר אם לא כאשר דמיתי כן היתה וכאשר יעצתי היא תקום,14,31.1274951332,-0.7687474966,695.9643233066,-0.6882900332,-1.4570375298,False,19.05
Isa.14.25,לשבר אשור בארצי ועל הרי אבוסנו וסר מעליהם עלו וסבלו מעל שכמו יסור,14,389.206254675,1.955297414,43905.7909308351,0.1318149819,2.0871123958999998,False,86.44
Isa.14.26,זאת העצה היעוצה על כל הארץ וזאת היד הנטויה על כל הגוים,14,69.7900871313,-0.772817086,709.3257839851,-0.5055865992,-1.2784036852,False,26.41
Isa.14.27,כי יהוה צבאות יעץ ומי יפר וידו הנטויה ומי ישיבנה,14,89.6884664961,-1.1464842589,1672.0859985764,-0.5064554352,-1.6529396941,False,12.32
Isa.14.28,בשנת מות המלך אחז היה המשא הזה,14,407.8628700191,0.9661219343,159.1066714626,-0.5142805862,0.4518413481000001,False,65.3
Isa.14.29,אל תשמחי פלשת כלך כי נשבר שבט מכך כי משרש נחש יצא צפע ופריו שרף מעופף,14,481.6903146635,0.5237077304,4732.5882762207,-0.5781139634,-0.054406233000000026,False,57.71
Isa.14.30,ורעו בכורי דלים ואביונים לבטח ירבצו והמתי ברעב שרשך ושאריתך יהרג,14,175.7475844159,-1.3060763737,291305.6715601108,1.9713209944,0.6652446207,False,67.62
Isa.14.31,הילילי שער זעקי עיר נמוג פלשת כלך כי מצפון עשן בא ואין בודד במועדיו,14,689.2516089688,1.6790810446,50660.7789891412,-0.1670170049,1.5120640397,False,81.87
Isa.14.32,ומה יענה מלאכי גוי כי יהוה יסד ציון ובה יחסו עניי עמו,14,276.6311293105,-0.6238303622,538.0612830416,-0.7651226693,-1.3889530314999998,False,21.38
Isa.15.1,משא מואב כי בליל שדד ער מואב נדמה כי בליל שדד קיר מואב נדמה,15,239.0518033297,-0.9478974452,47.7035471752,-1.0187180273,-1.9666154725,False,4.34
Isa.15.2,עלה הבית ודיבן הבמות לבכי על נבו ועל מידבא מואב ייליל בכל ראשיו קרחה כל זקן גרוע,15,1102.2794436465,1.9685143554,72946.9334569705,0.3012125124,2.2697268678,False,87.76
Isa.15.3,בחוצתיו חגרו שק על גגותיה וברחבתיה כלה ייליל ירד בבכי,15,409.5874964555,-0.1910602155,138587.141829549,1.5738894831,1.3828292676,False,79.24
Isa.15.4,ותזעק חשבון ואלעלה עד יהץ נשמע קולם על כן חלצי מואב יריעו נפשו ירעה לו,15,319.2857846489,-0.6463925218,73980.5400717059,0.1064191255,-0.5399733963,False,50.74
Isa.15.5,לבי למואב יזעק בריחה עד צער עגלת שלשיה כי מעלה הלוחית בבכי יעלה בו כי דרך חורנים,15,284.0423059937,-0.6975858841,60638.8134149243,0.0971478622,-0.6004380219,False,49.65
Isa.15.6,כי מי נמרים משמות יהיו כי יבש חציר כלה דשא ירק לא היה,15,452.4921488787,-0.2064415205,356.2046970877,-1.0894809757,-1.2959224962,False,25.64
Isa.15.7,על כן יתרה עשה ופקדתם על נחל הערבים ישאום,15,1367.7404047086,1.7683653984,4994.4338322397,-0.9262479257,0.8421174727,False,70.64
Isa.15.8,כי הקיפה הזעקה את גבול מואב עד אגלים יללתה ובאר אילים יללתה,15,271.6952449064,-1.0423013957,23198.4004554085,0.0466981178,-0.9956032779,False,37.96
Isa.15.9,כי מי דימון מלאו דם כי אשית על דימון נוספות לפליטת מואב אריה ולשארית אדמה,15,806.7410208205,0.4325807443,77146.2276530559,1.8729748859,2.3055556301999998,False,88.07
Isa.16.1,שלחו כר משל ארץ מסלע מדברה אל הר בת ציון,16,476.5754137447,0.3559467153,3578.5076800877,-1.1492223955,-0.7932756802,False,44.93
Isa.16.2,והיה כעוף נודד קן משלח תהיינה בנות מואב מעברת לארנון,16,177.1394194937,-1.2324384211,26864.2550903927,-0.4394585521,-1.6718969732,False,11.62
Isa.16.3,הביאו הביאי עצה עשו פלילה שיתי כליל צלך בתוך צהרים סתרי נדחים נדד אל תגלי,16,243.4714982976,-0.5703229256,106183.5522985638,1.955953125,1.3856301994,False,79.4
Isa.16.4,יגורו בך נדחי מואב הוי סתר למו מפני שודד כי אפס המץ כלה שד תמו רמס מן הארץ,16,714.020650584,1.8284469524,9056.1205559931,-0.7101110122,1.1183359402000002,False,74.21
Isa.16.5,והוכן בחסד כסא וישב עליו באמת באהל דוד שפט ודרש משפט ומהר צדק,16,194.9525313003,-1.1846821407,6891.7360196337,-0.6952223029,-1.8799044436,False,6.35
Isa.16.6,שמענו גאון מואב גא מאד גאותו וגאונו ועברתו לא כן בדיו,16,407.3489778834,-0.5520366744,26032.0683609364,-0.6366233566,-1.188660031,False,30.44
Isa.16.7,לכן ייליל מואב למואב כלה ייליל לאשישי קיר חרשת תהגו אך נכאים,16,596.1708269418,0.9786266768,381200.5790425189,1.8291321779,2.8077588547000003,False,91.25
Isa.16.8,כי שדמות חשבון אמלל גפן שבמה בעלי גוים הלמו שרוקיה עד יעזר נגעו תעו מדבר שלחותיה,16,642.804003988,1.3655232783,166772.7455576963,0.3149648531,1.6804881314,False,84.2
Isa.16.9,על כן אבכה בבכי יעזר גפן שבמה אריוך דמעתי חשבון ואלעלה כי על קיצך ועל קצירך הידד,16,316.0193939782,-1.0476509332,25383.0044112361,-0.6954363937,-1.7430873269,False,10.07
Isa.16.10,ונאסף שמחה וגיל מן הכרמל ובכרמים לא ירנן לא ירעע יין ביקבים לא ידרך הדרך הידד הש,16,379.3174925735,-0.1854694789,11929.2613169483,-0.5779439242,-0.7634134030999999,False,45.78
Isa.16.11,על כן מעי למואב ככנור יהמו וקרבי לקיר חרש,16,351.8845660684,0.5921143491,30792.2381384513,1.3546070391,1.9467213882,False,85.75
Isa.16.12,והיה כי נראה כי נלאה מואב על הבמה ובא אל מקדשו להתפלל ולא יוכל,16,320.2101958096,0.5109266657,423.9215217087,-0.8352860094,-0.32435934369999997,False,53.68
Isa.16.13,זה הדבר אשר דבר יהוה אל מואב מאז,16,115.9461830709,-0.5774719189,22.1912265229,-0.7329953632,-1.3104672821,False,24.63
Isa.16.14,ועתה דבר יהוה לאמר בשלש שנים כשני שכיר ונקלה כבוד מואב בכל ההמון הרב ושאר מעט מז,16,162.3203664057,-0.5327928709,6250.4503354165,-0.4580600162,-0.9908528871,False,38.42
Isa.17.1,משא דמשק הנה דמשק מוסר מעיר והיתה מעי מפלה,17,4114.5694031984,1.9990072326,4557.1073625169,-0.4945349487,1.5044722839,False,81.64
Isa.17.2,עזבות ערי ערער לעדרים תהיינה ורבצו ואין מחריד,17,258.9367650175,-0.4577221889,208631.656011502,1.944452899,1.4867307101,False,81.18
Isa.17.3,ונשבת מבצר מאפרים וממלכה מדמשק ושאר ארם ככבוד בני ישראל יהיו נאם יהוה צבאות,17,225.1722862035,-0.4883074572,5668.2833652399,-0.8293852036,-1.3176926608000001,False,24.48
Isa.17.4,והיה ביום ההוא ידל כבוד יעקב ומשמן בשרו ירזה,17,125.3132679496,-1.5905180329,53022.0892763487,-0.2112397809,-1.8017578137999999,False,8.37
Isa.17.5,והיה כאסף קציר קמה וזרעו שבלים יקצור והיה כמלקט שבלים בעמק רפאים,17,219.3987992914,0.2255883978,66313.0677364092,1.4540009482,1.679589346,False,84.12
Isa.17.6,ונשאר בו עוללת כנקף זית שנים שלשה גרגרים בראש אמיר ארבעה חמשה בסעפיה פריה נאם יה,17,334.1653636052,1.2976121688,9529.1334667322,-0.9178837644,0.3797284044,False,64.68
Isa.17.7,ביום ההוא ישעה האדם על עשהו ועיניו אל קדוש ישראל תראינה,17,98.8079231545,-1.6695438315,2681.5296842677,-0.7910622967,-2.4606061282,False,0.46
Isa.17.8,ולא ישעה אל המזבחות מעשה ידיו ואשר עשו אצבעתיו לא יראה והאשרים והחמנים,17,296.0963166195,0.887265522,28450.2473728982,0.6156644718,1.5029299938,False,81.49
Isa.17.9,ביום ההוא יהיו ערי מעזו כעזובת החרש והאמיר אשר עזבו מפני בני ישראל והיתה שממה,17,219.5017670661,0.5604665547,2147.8473043205,-0.9099808634,-0.3495143087,False,53.45
Isa.17.10,כי שכחת אלהי ישעך וצור מעזך לא זכרת על כן תטעי נטעי נעמנים וזמרת זר תזרענו,17,104.1128976219,-0.8350294401,46498.8984277137,-0.0438554427,-0.8788848828,False,42.14
Isa.17.11,ביום נטעך תשגשגי ובבקר זרעך תפריחי נד קציר ביום נחלה וכאב אנוש,17,171.3762263485,0.6168751729,107545.3492045989,1.7023116005,2.3191867734000002,False,88.23
Isa.17.12,הוי המון עמים רבים כהמות ימים יהמיון ושאון לאמים כשאון מים כבירים ישאון,17,68.5254872924,-0.7761914739,55504.1534216313,0.1479963865,-0.6281950874,False,48.95
Isa.17.13,לאמים כשאון מים רבים ישאון וגער בו ונס ממרחק ורדף כמץ הרים לפני רוח וכגלגל לפני ,17,131.5091565648,-0.4522913591,32881.3382982293,-0.229844433,-0.6821357921,False,47.41
Isa.17.14,לעת ערב והנה בלהה בטרם בקר איננו זה חלק שוסינו וגורל לבזזינו,17,551.9010634333,1.5810560508,11374.3723164036,-0.5589846853,1.0220713655,False,73.12
Isa.18.1,הוי ארץ צלצל כנפים אשר מעבר לנהרי כוש,18,127.6765585072,-0.7886730753,720.1218883707,-1.2972069223,-2.0858799976,False,3.02
Isa.18.2,השלח בים צירים ובכלי גמא על פני מים לכו מלאכים קלים אל גוי ממשך ומורט אל עם נורא,18,399.6570421942,0.6971178023,11200.0731464968,-0.2446434768,0.4524743255,False,65.38
Isa.18.3,כל ישבי תבל ושכני ארץ כנשא נס הרים תראו וכתקע שופר תשמעו,18,125.4504186758,-0.6540792688,15391.2963557202,-0.482247198,-1.1363264668,False,33.08
Isa.18.4,כי כה אמר יהוה אלי אשקוטה אשקטה ואביטה במכוני כחם צח עלי אור כעב טל בחם קציר,18,209.9251866243,-0.537001556,28124.4416097768,-0.4660640172,-1.0030655732,False,37.49
Isa.18.5,כי לפני קציר כתם פרח ובסר גמל יהיה נצה וכרת הזלזלים במזמרות ואת הנטישות הסיר התז,18,1583.9321987989,1.9941117166,256559.5140483204,1.9781573845,3.9722691011,True,99.54
Isa.18.6,יעזבו יחדו לעיט הרים ולבהמת הארץ וקץ עליו העיט וכל בהמת הארץ עליו תחרף,18,200.7514863236,-0.5353771465,46765.7587760559,-0.2172316157,-0.7526087622,False,45.93
Isa.18.7,בעת ההיא יובל שי ליהוה צבאות עם ממשך ומורט ומעם נורא מן הוא והלאה גוי קו קו ומבו,18,258.564768411,-0.3780091077,5226.2048795332,-0.580142064,-0.9581511717,False,39.74
Isa.19.1,משא מצרים הנה יהוה רכב על עב קל ובא מצרים ונעו אלילי מצרים מפניו ולבב מצרים ימס ,19,211.7492827913,0.578077432,1313.6294720619,-0.734111008,-0.156033576,False,56.39
Isa.19.2,וסכסכתי מצרים במצרים ונלחמו איש באחיו ואיש ברעהו עיר בעיר ממלכה בממלכה,19,95.2882228521,-1.3290541737,2162.6036181066,-0.6507692897,-1.9798234633999998,False,4.03
Isa.19.3,ונבקה רוח מצרים בקרבו ועצתו אבלע ודרשו אל האלילים ואל האטים ואל האבות ואל הידעני,19,113.7806509018,-1.0396888745,13641.9905868282,0.0483712611,-0.9913176133999999,False,38.34
Isa.19.4,וסכרתי את מצרים ביד אדנים קשה ומלך עז ימשל בם נאם האדון יהוה צבאות,19,230.9229978798,-0.3534827057,3035.2627773009,-0.6351469527,-0.9886296584,False,38.65
Isa.19.5,ונשתו מים מהים ונהר יחרב ויבש,19,207.214214116,-0.439085547,44123.3628612516,-0.1756295075,-0.6147150545,False,49.34
Isa.19.6,והאזניחו נהרות דללו וחרבו יארי מצור קנה וסוף קמלו,19,1358.2612221135,1.9813912721,235434.0382312799,1.6566054647,3.6379967368,False,95.97
Isa.19.7,ערות על יאור על פי יאור וכל מזרע יאור ייבש נדף ואיננו,19,164.9787769571,-0.8286885163,2643.51426337,-1.275531296,-2.1042198123,False,2.56
Isa.19.8,ואנו הדיגים ואבלו כל משליכי ביאור חכה ופרשי מכמרת על פני מים אמללו,19,350.2752762445,-0.8045207457,141712.5003883405,-0.3397031468,-1.1442238925,False,32.61
Isa.19.9,ובשו עבדי פשתים שריקות וארגים חורי,19,556.3307393049,0.0160838812,295736.6533776892,1.4621363967,1.4782202779,False,81.1
Isa.19.10,והיו שתתיה מדכאים כל עשי שכר אגמי נפש,19,1323.412898165,1.8854551473,202549.93643815,0.6424589948,2.5279141421,False,89.78
Isa.19.11,אך אולים שרי צען חכמי יעצי פרעה עצה נבערה איך תאמרו אל פרעה בן חכמים אני בן מלכי,19,353.9943013506,-0.5283840604,6110.3760620983,-1.0308855666,-1.559269627,False,15.18
Isa.19.12,אים אפוא חכמיך ויגידו נא לך וידעו מה יעץ יהוה צבאות על מצרים,19,118.8701624986,-0.9264248272,214.7469054179,-1.1474831195,-2.0739079467,False,3.18
Isa.19.13,נואלו שרי צען נשאו שרי נף התעו את מצרים פנת שבטיה,19,490.1047671555,0.8390478641,113598.6128519646,1.2123391454,2.0513870095,False,86.29
Isa.19.14,יהוה מסך בקרבה רוח עועים והתעו את מצרים בכל מעשהו כהתעות שכור בקיאו,19,269.9202139496,-0.2380955666,114866.5586423778,1.2358805074,0.9977849408000001,False,72.66
Isa.19.15,ולא יהיה למצרים מעשה אשר יעשה ראש וזנב כפה ואגמון,19,559.5530969251,1.3472168676,3387.9829695933,-0.7787009863,0.5685158813000001,False,66.62
Isa.19.16,ביום ההוא יהיה מצרים כנשים וחרד ופחד מפני תנופת יד יהוה צבאות אשר הוא מניף עליו,19,128.0135522286,-0.5796839043,72.4467164197,-0.5230562564,-1.1027401607,False,34.08
Isa.19.17,והיתה אדמת יהודה למצרים לחגא כל אשר יזכיר אתה אליו יפחד מפני עצת יהוה צבאות אשר ,19,109.5981241661,-0.4540110506,461.887720213,-0.3625341377,-0.8165451883,False,44.07
Isa.19.18,ביום ההוא יהיו חמש ערים בארץ מצרים מדברות שפת כנען ונשבעות ליהוה צבאות עיר ההרס ,19,85.0974940775,-1.0953457104,595.1884716844,1.4255944234,0.330248713,False,63.52
Isa.19.19,ביום ההוא יהיה מזבח ליהוה בתוך ארץ מצרים ומצבה אצל גבולה ליהוה,19,83.332345952,-0.4262258179,64.2100372699,-1.3293922305,-1.7556180484000001,False,9.84
Isa.19.20,והיה לאות ולעד ליהוה צבאות בארץ מצרים כי יצעקו אל יהוה מפני לחצים וישלח להם מושי,19,132.0388527258,1.2872031658,284.0569035165,-0.4963618817,0.7908412841000001,False,69.48
Isa.19.21,ונודע יהוה למצרים וידעו מצרים את יהוה ביום ההוא ועבדו זבח ומנחה ונדרו נדר ליהוה ,19,59.4575880355,-0.8218293242,182.2305495218,-0.6722911202,-1.4941204444,False,17.82
Isa.19.22,ונגף יהוה את מצרים נגף ורפוא ושבו עד יהוה ונעתר להם ורפאם,19,124.5755735319,-0.4608617244,4934.9635269039,1.9111571667,1.4502954423,False,80.79
Isa.19.23,ביום ההוא תהיה מסלה ממצרים אשורה ובא אשור במצרים ומצרים באשור ועבדו מצרים את אשו,19,394.6411216023,1.8520521538,1656.952407564,0.0538165908,1.9058687446,False,85.59
Isa.19.24,ביום ההוא יהיה ישראל שלישיה למצרים ולאשור ברכה בקרב הארץ,19,176.8142682469,0.0794247172,726.6791913446,-0.7388999644,-0.6594752472000001,False,48.1
Isa.19.25,אשר ברכו יהוה צבאות לאמר ברוך עמי מצרים ומעשה ידי אשור ונחלתי ישראל,19,42.2729457358,-0.8304208791,309.3015364088,-0.599432038,-1.4298529170999998,False,19.75
Isa.20.1,בשנת בא תרתן אשדודה בשלח אתו סרגון מלך אשור וילחם באשדוד וילכדה,20,97.4177178696,0.3060869609,11778.7239510733,1.9980839382,2.3041708991,False,87.99
Isa.20.2,בעת ההיא דבר יהוה ביד ישעיהו בן אמוץ לאמר לך ופתחת השק מעל מתניך ונעלך תחלץ מעל ,20,44.7740543665,-0.7685605637,360.1382201639,-0.5114342483,-1.279994812,False,26.1
Isa.20.3,ויאמר יהוה כאשר הלך עבדי ישעיהו ערום ויחף שלש שנים אות ומופת על מצרים ועל כוש,20,46.4131611754,-0.5732805182,107.8295547158,-0.5195804917,-1.0928610099,False,34.62
Isa.20.4,כן ינהג מלך אשור את שבי מצרים ואת גלות כוש נערים וזקנים ערום ויחף וחשופי שת ערות,20,132.7410287525,-0.4700451586,886.0245413327,-0.4970405977,-0.9670857562999999,False,39.43
Isa.20.5,וחתו ובשו מכוש מבטם ומן מצרים תפארתם,20,1214.1609583634,1.617936985,404717.7771160229,1.9825021686,3.6004391536,False,95.66
Isa.20.6,ואמר ישב האי הזה ביום ההוא הנה כה מבטנו אשר נסנו שם לעזרה להנצל מפני מלך אשור וא,20,269.0175530378,-0.9794233075,276.0950084844,-0.6190570276,-1.5984803351,False,14.02
Isa.21.1,משא מדבר ים כסופות בנגב לחלף ממדבר בא מארץ נוראה,21,800.9642288805,0.3333936186,54170.5158830153,-0.2905423279,0.04285129069999999,False,59.18
Isa.21.2,חזות קשה הגד לי הבוגד בוגד והשודד שודד עלי עילם צורי מדי כל אנחתה השבתי,21,913.9877887646,1.3720392155,22253.3396013938,-0.1123343187,1.2597048968,False,76.68
Isa.21.3,על כן מלאו מתני חלחלה צירים אחזוני כצירי יולדה נעויתי משמע נבהלתי מראות,21,129.1619209267,-1.2274183001,13070.6461314243,-1.1857352023,-2.4131535024,False,0.54
Isa.21.4,תעה לבבי פלצות בעתתני את נשף חשקי שם לי לחרדה,21,139.8850719466,-0.7942872868,31713.7282314579,0.1493457074,-0.6449415794000001,False,48.57
Isa.21.5,ערך השלחן צפה הצפית אכול שתה קומו השרים משחו מגן,21,763.2419995952,1.6132824864,72032.4300045159,1.8113778785,3.4246603649000003,False,94.58
Isa.21.6,כי כה אמר אלי אדני לך העמד המצפה אשר יראה יגיד,21,135.492008225,-0.8861353488,1477.9921416253,-0.7028091649,-1.5889445137,False,14.25
Isa.21.7,וראה רכב צמד פרשים רכב חמור רכב גמל והקשיב קשב רב קשב,21,534.6495270292,0.66853728,160.8334820773,-0.5362170297,0.13232025030000005,False,60.57
Isa.21.8,ויקרא אריה על מצפה אדני אנכי עמד תמיד יומם ועל משמרתי אנכי נצב כל הלילות,21,213.4560543099,-0.2292971861,718.5819832943,-0.5509676224,-0.7802648084999999,False,45.31
Isa.21.9,והנה זה בא רכב איש צמד פרשים ויען ויאמר נפלה נפלה בבל וכל פסילי אלהיה שבר לארץ,21,237.3476191681,-0.4475511205,2412.5426836141,1.8088489275,1.361297807,False,78.85
Isa.21.10,מדשתי ובן גרני אשר שמעתי מאת יהוה צבאות אלהי ישראל הגדתי לכם,21,118.5965917586,-1.404925614,926.5839458253,-0.5766869945,-1.9816126084999999,False,3.95
