verse_id,text,raw_ppl_gpt,raw_ppl_dicta,rare_ratio,disc_ppl_gpt,disc_ppl_dicta,global_z_gpt,global_z_dicta,CFI_mag,p_val_gpt,p_val_dicta,p_adj_gpt,p_adj_dicta,Strict_Shared_Seam,p_val_cfi,p_adj_cfi,Significant_CFI_Seam,cfi_percentile,chapter,Regime_ID,Is_Regime_Change
Lev.17.15,וכל נפש אשר תאכל נבלה וטרפה באזרח ובגר וכבס בגדיו ורחץ במים וטמא עד הערב וטהר,14.928702379181995,18526.455387267557,0.1875,10.857238093950542,13473.785736194586,-0.43649418693203695,0.036963885495779614,0.036963885495779614,0.6687608920381929,0.4852569006245313,0.7081065677668773,0.5396339731824624,False,0.9993170688882055,1.0,False,72.06,17,1,False
Lev.17.16,ואם לא יכבס ובשרו לא ירחץ ונשא עונו,48.13132994470939,9393.021011952982,0.125,38.50506395576751,7514.416809562385,-0.0791648588908491,-0.02340325163094481,0.0,0.5315492523093898,0.5093356943544175,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,17,1,False
Lev.18.1,וידבר יהוה אל משה לאמר,10.756635844001062,1.708478018312369,0.0,10.756635844001062,1.708478018312369,-0.43779440252777846,-0.09950538587147467,0.0,0.6692323355149137,0.5396314940910326,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.2,דבר אל בני ישראל ואמרת אלהם אני יהוה אלהיכם,6.7002672408809065,1.3902814000342465,0.0,6.7002672408809065,1.3902814000342465,-0.4902202053552649,-0.09950860913540166,0.0,0.6880109577575304,0.5396327736367845,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.3,כמעשה ארץ מצרים אשר ישבתם בה לא תעשו וכמעשה ארץ כנען אשר אני מביא אתכם שמה לא תעשו ובחקתיהם לא תלכו,5.683517309992292,120.55404893175812,0.14285714285714285,4.420513463327339,93.76426028025632,-0.5196844709906185,-0.0985728804166974,0.0,0.6983582439362306,0.5392612982902021,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.4,את משפטי תעשו ואת חקתי תשמרו ללכת בהם אני יהוה אלהיכם,19.810729753457885,39.868025617726666,0.0,19.810729753457885,39.868025617726666,-0.32077640231112775,-0.09911883778710738,0.0,0.6258100783165109,0.5394780423260677,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.5,ושמרתם את חקתי ואת משפטי אשר יעשה אתם האדם וחי בהם אני יהוה,5.002077803831642,17.091989214775165,0.0,5.002077803831642,17.091989214775165,-0.5121681477887962,-0.09934955418168999,0.0,0.6957333333225924,0.5395696327733507,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.6,איש איש אל כל שאר בשרו לא תקרבו לגלות ערוה אני יהוה,13.483521694454264,37.7063110244456,0.16666666666666666,10.1126412708407,28.279733268334198,-0.44611759398737777,-0.09923622471883332,0.0,0.6722438477675146,0.5395246431844872,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.7,ערות אביך וערות אמך לא תגלה אמך הוא לא תגלה ערותה,34.34665882860245,256.4089599942669,0.0,34.34665882860245,256.4089599942669,-0.13290941433038012,-0.09692532427250694,0.0,0.5528674892979744,0.5386071511864285,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.8,ערות אשת אביך לא תגלה ערות אביך הוא,12.464030512547168,7.169544979299134,0.0,12.464030512547168,7.169544979299134,-0.41572748874360027,-0.09945006642705853,0.0,0.6611952879847778,0.5396095337527432,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.9,ערות אחותך בת אביך או בת אמך מולדת בית או מולדת חוץ לא תגלה ערותן,18.14257792072564,28.518260136120034,0.13333333333333333,14.32308783215182,22.51441589693687,-0.39170043843864993,-0.09929462615506308,0.0,0.6523602169776007,0.5395478274801139,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.10,ערות בת בנך או בת בתך לא תגלה ערותן כי ערותך הנה,15.64812266289908,115.2988458588485,0.08333333333333333,13.412676568199212,98.82758216472727,-0.4034668842639108,-0.0985215900451363,0.0,0.656697604149879,0.539240935510019,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.11,ערות בת אשת אביך מולדת אביך אחותך הוא לא תגלה ערותה,12.776620260540856,244.52487209766025,0.09090909090909091,10.8109863743038,206.90566100571252,-0.4370919589226709,-0.09742678214079102,0.0,0.6689776706813186,0.5388062615887123,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.12,ערות אחות אביך לא תגלה שאר אביך הוא,75.67811157799197,271.19181818862216,0.0,75.67811157799197,271.19181818862216,0.40127147612083286,-0.09677557706961849,0.40127147612083286,0.3441101308790945,0.5385476902230687,0.7081065677668773,0.5396339731824624,False,0.9226462317995013,1.0,False,85.56,18,1,False
Lev.18.13,ערות אחות אמך לא תגלה כי שאר אמך הוא,18.421029470758118,273.9462902320967,0.0,18.421029470758118,273.9462902320967,-0.3387373324282969,-0.09674767485486935,0.0,0.6325961928288846,0.5385366108385824,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.14,ערות אחי אביך לא תגלה אל אשתו לא תקרב דדתך הוא,34.39788569106312,321.09008924128267,0.09090909090909091,29.105903277053404,271.69161397339303,-0.20064261219637955,-0.09677051424483854,0.0,0.5795109820788302,0.5385456798837159,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.15,ערות כלתך לא תגלה אשת בנך הוא לא תגלה ערותה,18.174433086500457,210.40000771047013,0.0,18.174433086500457,210.40000771047013,-0.34192442282464774,-0.09739138515341006,0.0,0.6337961152895257,0.5387922070706235,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.16,ערות אשת אחיך לא תגלה ערות אחיך הוא,11.647279592527807,3.0949217647937,0.0,11.647279592527807,3.0949217647937,-0.4262834383826855,-0.09949134149181085,0.0,0.6650493377961846,0.5396259188597821,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.17,ערות אשה ובתה לא תגלה את בת בנה ואת בת בתה לא תקח לגלות ערותה שארה הנה זמה הוא,23.931787948363745,114.03890189996659,0.10526315789473684,19.76973787038744,94.20604939562458,-0.3213061944946402,-0.09856840518711574,0.0,0.6260108187146494,0.5392595215842972,0.7081065677668773,0.5396339731824624,False,1.0,1.0,False,34.87,18,1,False
Lev.18.18,ואשה אל אחתה לא תקח לצרר לגלות ערותה עליה בחייה,219.23137059098468,6825.25393405881,0.2,156.59383613641765,4875.181381470579,1.4470521327604264,-0.05013814402623154,1.4470521327604264,0.07394116150387253,0.519993848294623,0.7081065677668773,0.5396339731824624,False,0.3509961804573927,1.0,False,95.11,18,1,False
